fecha,titulo,ubicacion,url_inscripcion,url_ficha,imagen,origen
18-01-2026,1ª Carrera solidaria Barrio del Progreso,Murcia,https://www.babelsport.com/evento/barrio-del-progreso-2026/,https://www.babelsport.com/evento/barrio-del-progreso-2026/Reglamento/,https://www.babelsport.com/carteles/b70d_progreso-2026.jpg,BABELSPORT
25-01-2026,4 Carrera Solidaria “Sala familiar Ronald Mc Donald Hospital Virgen de la Arrixaca”,Murcia,https://www.babelsport.com/evento/murciacorre-sala-familiar-rm-2026/,https://www.babelsport.com/evento/murciacorre-sala-familiar-rm-2026/Reglamento/,https://www.babelsport.com/carteles/acde_rm_2026.jpg,BABELSPORT
08-02-2026,XII CARRERA POPULAR SOLIDARIA A FAVOR DE PROMETEO,Torre Pacheco,https://www.babelsport.com/evento/prometeo-2026/,https://www.babelsport.com/evento/prometeo-2026/Reglamento/,https://www.babelsport.com/carteles/6660_prometeo_2026.jpg,BABELSPORT
15-02-2026,VIII Carrera Solidaria Jesuitinas,Murcia,https://www.babelsport.com/evento/jesuitinas-2025/,https://www.babelsport.com/evento/jesuitinas-2025/Reglamento/,https://www.babelsport.com/carteles/ced6_jesuitinas_2026.jpg,BABELSPORT
15-03-2026,XVIII Dia Regional del Senderista,Abaran,https://www.babelsport.com/evento/dia-regional-del-senderista-2025/,https://www.babelsport.com/evento/dia-regional-del-senderista-2025/Reglamento/,https://www.babelsport.com/carteles/7dc8_senderismo-cartel-definitivo.jpg,BABELSPORT
21-03-2026,Medio Maratón de Murcia Entierro de la Sardina,Murcia,https://www.babelsport.com/evento/medio-maraton-murcia-2026/,https://www.babelsport.com/evento/medio-maraton-murcia-2026/Reglamento/,https://www.babelsport.com/carteles/2aa3_WhatsApp Image 2025-12-16 at 09.55.52.jpeg,BABELSPORT
22-03-2026,IV Cross Popular de Barqueros,Barqueros,https://www.babelsport.com/evento/cross-barqueros-2025/,https://www.babelsport.com/evento/cross-barqueros-2025/Reglamento/,https://www.babelsport.com/carteles/7640_WhatsApp Image 2025-12-15 at 19.38.26.jpeg,BABELSPORT
19-04-2026,III Carrera Solidaria Mercamurcia,El Palmar,https://www.babelsport.com/evento/mercamurcia-2026/,https://www.babelsport.com/evento/mercamurcia-2026/Reglamento/,https://www.babelsport.com/carteles/c575_Imagen de WhatsApp 2025-10-15 a las 15.18.34_2ba3c5a4.jpg,BABELSPORT
